,price,accommodates,review_scores_location,host_is_superhost_t,host_has_profile_pic_t,host_identity_verified_t,instant_bookable_t,bathroom_type_shared,bathrooms,host_response_rate,distance_from_city_center_km
525,1891.0,3,4.68,1,1,1,0,0,1.0,1.0,1.2833648078171591
527,1229.0,2,4.76,1,1,1,0,0,1.0,1.0,1.4651832016811361
529,1349.0,3,4.66,0,1,0,0,0,1.0,1.0,0.4596823460513424
531,2883.0,4,4.88,1,1,1,1,0,1.0,1.0,1.0716036810732945
532,1506.0,2,4.86,1,1,1,0,0,1.0,1.0,3.2779535947997327
533,1997.0,2,4.78,1,1,1,1,0,1.0,0.98,0.45656785143292844
534,3538.0,3,4.97,1,1,1,1,0,1.0,0.98,2.631480244800964
536,2991.0,4,4.98,0,1,1,1,0,1.0,1.0,1.7351407953074813
538,2250.0,4,4.79,0,1,1,0,0,1.0,1.0,1.4081883272760887
539,6775.0,4,4.67,0,1,1,1,0,1.0,1.0,0.6153418782728235
541,2795.0,3,4.84,0,1,1,1,0,1.0,1.0,1.8258693491967763
542,3236.0,5,4.56,0,1,1,1,0,2.0,1.0,0.8334355094610443
543,2694.0,4,4.78,1,1,1,0,0,1.0,1.0,6.610982203969351
545,2627.0,4,4.63,0,1,1,0,0,1.0,1.0,1.346593744921752
546,862.0,2,4.6,0,1,1,0,0,1.0,1.0,5.202297733873908
547,1594.0,2,4.96,1,1,1,1,0,1.5,1.0,3.142838290259995
548,3496.0,6,4.63,1,1,1,0,0,1.0,1.0,4.043241194441171
551,2032.0,5,4.73,0,1,1,1,0,1.0,1.0,0.5543716568581752
553,2400.0,2,4.58,0,1,1,0,0,1.0,1.0,6.284670479556932
554,2207.0,4,4.82,0,1,1,0,0,2.0,1.0,1.490274401876141
557,3853.0,4,4.93,1,1,1,0,0,2.0,1.0,1.6128073978971367
558,4904.0,4,4.5,0,1,1,0,0,1.0,0.0,0.6210965448600286
559,3200.0,4,4.89,1,1,1,0,0,1.0,1.0,2.2578712446162057
560,2870.0,2,4.94,1,1,1,1,0,1.0,1.0,2.3582084626553725
564,2837.0,6,4.89,0,1,0,0,0,1.0,1.0,1.3377010230153712
566,600.0,2,4.54,0,1,1,0,0,1.0,1.0,12.529434758888874
567,2359.0,4,4.95,1,1,1,1,0,1.0,1.0,1.2481944785417127
568,3624.0,2,4.58,0,1,1,1,0,1.0,1.0,6.115226310627658
571,6000.0,5,4.95,0,1,1,0,0,2.0,1.0,0.29298672611495596
572,1699.0,4,4.81,1,1,1,0,0,1.0,1.0,1.4213452153079404
574,3311.0,4,4.8,0,1,1,1,0,1.0,1.0,2.09644212086801
575,1103.0,2,4.67,0,1,1,0,0,1.0,1.0,4.885813141921936
576,1979.0,6,4.62,0,1,1,0,0,1.0,1.0,4.218813575727709
577,3023.0,4,4.96,1,1,1,1,0,1.0,1.0,1.1691761638881808
578,2000.0,3,4.5,0,1,1,0,0,1.0,1.0,13.577541456890456
579,3300.0,6,4.85,1,1,1,0,0,1.0,1.0,0.3915776515429247
580,3188.0,6,4.91,0,1,1,1,0,2.0,1.0,2.183876399286357
581,1643.0,2,4.73,0,1,1,1,0,1.5,1.0,0.9479245823802156
582,2032.0,2,4.89,1,1,1,1,0,1.0,1.0,1.7355529322797183
583,2837.0,4,4.88,1,1,1,1,0,1.0,1.0,1.7322767484052404
584,2986.0,2,4.95,1,1,1,0,0,1.0,1.0,1.7364442491196725
585,2113.0,3,4.93,1,1,1,0,0,1.0,1.0,1.0502563901723863
586,2731.0,7,4.67,0,1,1,1,0,1.0,0.98,1.3691094175043756
587,2771.0,9,4.45,0,1,1,1,0,1.0,0.98,1.3815621482598501
589,613.0,1,4.85,0,1,0,0,0,2.0,1.0,1.2349593948910693
593,1693.0,2,4.57,0,1,1,0,0,1.0,1.0,1.0202735613529317
594,6070.0,9,4.84,0,1,1,0,0,2.0,1.0,0.7764268828621722
595,1138.0,4,4.89,0,1,1,0,0,1.0,0.0,2.521383656829792
597,3352.0,4,4.88,1,1,1,1,0,1.0,1.0,3.8052719303851967
599,1080.0,2,4.48,0,1,1,0,0,1.0,1.0,4.5673517778036485
600,2500.0,5,4.56,0,1,1,0,0,1.0,0.6,5.411461627546767
601,3500.0,2,4.86,0,1,1,0,0,2.0,1.0,5.559323708440938
602,5596.0,3,4.85,0,1,1,0,0,0.5,1.0,4.157809483874657
603,2942.0,7,5.0,0,1,1,0,0,1.0,0.23,0.6274209296998681
604,1856.0,8,4.67,0,1,1,0,0,1.0,0.23,0.5627174300911691
605,1716.0,2,4.73,0,1,1,0,0,1.0,1.0,6.950268876389306
606,1696.0,2,4.61,1,1,1,1,0,1.0,1.0,2.4574559630618866
607,6775.0,4,4.67,0,1,1,1,0,1.0,1.0,0.5331768433649638
609,3303.0,8,4.92,1,1,1,0,0,1.0,1.0,3.7685208520122826
611,1567.0,4,4.83,0,1,1,0,0,1.0,1.0,2.4477727215172127
612,1209.0,4,4.5,0,1,1,0,0,1.0,1.0,2.202829047451596
613,6200.0,8,4.92,0,1,1,0,0,1.0,1.0,2.3198329003692484
614,4707.0,5,4.77,1,1,1,1,0,1.0,1.0,0.8438273888412811
615,3349.0,4,4.65,0,1,1,1,0,1.0,1.0,0.6031379823806059
616,1587.0,6,4.87,0,1,1,1,0,1.0,0.9,0.7031711699219788
617,1090.0,3,4.57,0,1,1,1,0,1.0,1.0,2.1322870033488273
619,5177.0,4,4.97,1,1,1,1,0,1.0,1.0,1.8549808181857845
621,3832.0,6,4.99,1,1,1,1,0,1.5,1.0,1.576447066432638
624,2277.0,2,4.99,1,1,1,0,0,1.5,1.0,1.8587573559793495
625,1371.0,2,4.7,0,1,1,1,0,1.0,1.0,3.0318038607345534
626,1954.0,2,4.79,0,1,1,0,0,1.5,1.0,3.1097998086509886
627,980.0,3,5.0,1,1,1,1,0,1.0,1.0,14.901495812011941
629,4743.0,4,4.9,1,1,1,0,0,1.0,1.0,1.949237184033911
631,1606.0,2,4.72,1,1,1,1,0,1.0,1.0,3.15408849339575
632,2463.0,2,4.97,1,1,1,1,0,1.0,0.98,2.6171889122553176
633,3486.0,2,4.47,0,1,1,0,0,1.5,1.0,2.171729782899002
634,2386.0,4,4.78,1,1,1,1,0,1.0,1.0,1.0284989098452992
635,1400.0,4,4.83,1,1,1,1,0,1.0,1.0,2.038528888792195
636,1534.0,3,4.69,0,1,1,0,0,1.0,1.0,1.007126809102466
637,650.0,2,4.7,0,1,1,0,1,1.0,1.0,8.169688469895396
639,1060.0,5,4.86,1,1,1,0,0,1.5,1.0,3.454826703891646
640,650.0,2,4.52,0,1,1,0,1,1.0,1.0,8.38372454101638
642,500.0,2,4.86,0,1,1,0,0,1.0,1.0,8.21493839727306
643,3394.0,2,4.97,1,1,1,1,0,0.0,1.0,2.551800246671733
644,3160.0,2,4.98,1,1,1,0,0,1.0,1.0,2.2933604109369754
645,2897.0,3,4.95,1,1,1,1,0,1.0,1.0,2.5308841118825574
646,2897.0,2,4.98,1,1,1,1,0,1.0,1.0,2.5064570487741133
647,2438.0,3,4.97,1,1,1,1,0,1.0,1.0,2.4897448427609157
649,4707.0,5,4.87,1,1,1,1,0,1.0,1.0,0.8441817521329767
652,3163.0,4,4.89,1,1,1,0,0,1.0,1.0,1.2010448285769533
654,3555.0,6,4.89,1,1,1,0,0,1.0,1.0,0.9797265418107606
655,2102.0,9,4.84,0,1,1,1,0,1.0,0.9,1.5763303908212853
656,6158.0,8,4.84,0,1,1,0,0,1.5,1.0,2.3094624440080955
658,3177.0,4,4.97,0,1,1,1,0,1.5,1.0,1.8632277213874207
661,3163.0,8,4.71,0,1,1,1,0,1.5,1.0,2.3470253064033284
662,1962.0,2,4.82,0,1,1,0,0,1.0,1.0,1.7572153384678093
663,1450.0,3,4.97,0,1,1,0,0,1.0,1.0,2.565519833342338
665,2995.0,8,4.84,0,1,1,0,0,1.0,0.8,2.6130606600032196
666,4657.0,5,4.94,1,1,1,1,0,1.0,1.0,1.1315107489322895
667,1657.0,4,4.93,0,1,1,1,0,1.0,0.9,2.058700528152175
668,4043.0,5,4.96,1,1,1,1,0,1.0,1.0,1.5022752215905744
669,1874.0,2,4.89,0,1,1,0,0,1.0,1.0,0.5206985901931478
670,2386.0,2,4.99,1,1,1,0,0,1.0,1.0,2.5709517376997844
672,3163.0,6,4.72,0,1,1,0,0,2.5,0.5,1.4896533806689125
673,4639.0,6,4.66,0,1,1,1,0,1.0,1.0,1.0481123271640358
674,2662.0,2,4.81,0,1,1,0,1,1.5,1.0,1.2548908140749349
676,5860.0,8,4.94,1,1,1,0,0,1.5,1.0,1.9177991060226984
677,4196.0,2,4.91,1,1,1,0,0,1.0,1.0,1.6943496172757757
679,1600.0,2,4.85,0,1,1,1,1,1.5,1.0,0.5322108974299284
680,3668.0,4,4.77,1,1,1,0,0,1.0,1.0,2.8527748456560325
681,2751.0,2,4.99,0,1,1,0,0,1.5,1.0,2.0026795605717505
682,1611.0,3,4.66,1,1,1,0,1,2.5,1.0,1.3600057637282
683,4443.0,3,4.92,1,1,1,0,0,1.5,1.0,1.8693075562610577
684,1948.0,2,4.68,1,1,1,0,0,1.0,1.0,3.3004236434408005
685,5100.0,6,4.96,1,1,1,1,0,1.0,1.0,2.1256570763993214
686,2214.0,6,4.92,1,1,1,0,0,1.0,1.0,1.8690676372163257
687,3043.0,9,4.98,1,1,1,0,0,1.5,1.0,1.8667013184283159
688,1962.0,5,4.92,1,1,1,1,0,1.5,1.0,5.0691501875234
689,2857.0,6,4.94,1,1,1,0,0,1.0,1.0,1.868264555039484
690,900.0,2,4.65,0,1,1,1,0,1.0,1.0,3.698063554381532
693,1234.0,2,4.9,1,1,1,0,1,1.0,1.0,1.7833608856247651
695,1856.0,3,4.8,0,1,1,1,1,1.0,1.0,0.2630166522148732
696,3678.0,2,4.6,0,1,1,0,1,2.0,0.75,5.505677508559684
697,3500.0,3,4.75,0,1,1,0,0,1.0,1.0,1.498520167151088
699,1201.0,4,4.78,0,1,1,1,0,1.0,1.0,1.164228513642298
701,2172.0,2,4.95,1,1,1,0,0,1.5,1.0,0.33291874635605384
703,588.0,2,4.67,0,1,1,0,0,1.0,1.0,8.582316662287608
704,1500.0,1,4.86,0,1,1,0,0,1.0,1.0,0.8234584412139827
706,2977.0,2,4.96,1,1,1,0,0,1.0,1.0,1.2878380593194678
707,4196.0,2,5.0,1,1,1,0,0,1.0,1.0,1.9177991060226984
708,1401.0,3,4.95,0,1,1,1,0,1.0,1.0,1.5023089674204555
709,3349.0,4,4.63,0,1,1,0,0,1.0,1.0,0.5960324748564254
711,1007.0,2,4.59,1,1,1,0,1,1.5,1.0,4.678267933969179
712,1931.0,2,4.75,1,1,1,0,0,1.0,1.0,7.755333425991813
717,1386.0,2,5.0,0,1,1,0,0,1.5,1.0,3.1047375894721436
720,687.0,3,4.48,0,1,1,0,0,1.0,1.0,17.64485489125854
721,1321.0,2,4.95,0,1,1,0,1,1.0,1.0,2.1205872139745505
722,2229.0,3,4.8,1,1,1,0,0,1.5,1.0,2.672776080086152
723,4214.0,9,4.89,0,1,1,0,0,1.0,0.8,2.5843519726764304
725,2493.0,4,4.88,0,1,1,1,0,1.5,1.0,0.2240709868977579
726,2714.0,2,4.76,1,1,1,0,0,1.0,1.0,1.174976726679762
727,2508.0,3,4.87,1,1,1,1,0,1.0,1.0,0.21175381413927885
728,1186.0,2,4.63,0,1,1,0,0,1.5,1.0,1.2328243570952184
729,2452.0,4,4.99,1,1,1,0,0,1.0,1.0,2.0371932538086353
730,700.0,2,4.82,0,1,1,0,0,1.0,1.0,1.8658284075855298
731,1200.0,4,4.84,0,1,0,0,0,1.0,1.0,5.3143695734445995
734,1700.0,2,4.96,1,1,1,0,0,1.0,1.0,1.7843791204836297
736,2569.0,4,4.75,1,1,1,0,0,1.5,1.0,4.702022353792679
737,1010.0,4,4.52,0,1,1,0,0,1.5,0.25,5.4940624096102475
738,1571.0,2,4.81,0,1,1,0,0,1.0,1.0,1.4278864251063195
741,3233.0,2,4.93,0,1,1,1,0,1.0,1.0,0.38208766107794695
742,1200.0,2,4.65,0,1,1,1,0,1.0,1.0,1.3896080647467077
744,3358.0,2,4.75,0,1,1,1,0,1.5,1.0,0.35817361677225745
745,3643.0,8,4.78,1,1,1,1,0,1.0,1.0,0.6038681146251175
747,1622.0,2,4.59,1,1,1,0,0,1.0,1.0,2.4258036264753198
749,2662.0,3,4.49,0,1,1,1,1,1.0,1.0,1.2601477024749324
751,1695.0,2,4.56,0,1,1,1,1,1.0,1.0,1.0444509380735192
752,2143.0,4,4.87,1,1,1,1,0,1.5,1.0,0.28886164652538815
753,1300.0,2,4.95,1,1,1,0,0,1.0,1.0,1.2372250653582555
754,1979.0,2,4.77,0,1,1,0,0,1.0,1.0,1.3280418740175706
756,1734.0,3,4.92,0,1,1,0,0,1.0,1.0,1.528295801957587
757,4897.0,4,4.67,0,1,1,0,0,1.5,1.0,3.481513686223417
758,2256.0,4,4.81,0,1,1,1,0,1.5,0.98,1.2628406901152163
759,2682.0,8,4.72,1,1,1,0,0,1.0,1.0,2.8124175726055007
761,2214.0,7,4.99,1,1,1,0,0,1.0,1.0,1.8677433472576748
762,2186.0,6,4.95,1,1,1,0,0,1.0,1.0,1.866180497595384
763,2014.0,7,4.97,1,1,1,0,0,1.0,1.0,1.8667410039816752
765,2529.0,2,5.0,0,1,1,1,0,1.0,1.0,1.8754968904626605
766,4081.0,6,4.95,1,1,1,0,0,1.5,1.0,2.449727064247033
767,333.0,1,4.91,0,1,0,0,1,1.5,1.0,0.6889128740300202
768,2361.0,6,4.78,0,1,1,1,0,1.5,1.0,0.5672832700985675
769,1103.0,1,4.93,1,1,0,0,0,1.5,1.0,1.097294375091149
770,1194.0,2,4.66,1,1,1,0,0,1.0,1.0,0.8459984249927387
771,1100.0,6,4.84,0,1,1,0,0,2.0,1.0,12.489466149524992
774,1226.0,1,4.91,1,1,0,0,0,1.5,1.0,1.1048180086110184
775,1888.0,2,4.84,1,1,0,0,0,1.0,1.0,1.1090480574017538
776,1000.0,2,4.7,0,1,1,0,0,1.0,1.0,2.1226907304970077
777,1777.0,3,4.66,1,1,1,1,1,1.0,1.0,1.4080430407224738
778,1986.0,2,4.9,1,1,0,0,0,1.0,1.0,1.1366998686226355
779,2648.0,4,4.86,1,1,0,0,0,1.5,1.0,1.1120129140570232
780,2869.0,4,4.8,1,1,0,0,0,1.0,1.0,1.118636421879811
781,3200.0,4,4.91,1,1,1,1,0,1.0,1.0,1.1123980367234692
782,5854.0,8,4.96,0,1,1,0,0,3.0,1.0,1.8438662056551203
785,3678.0,4,4.75,0,1,1,0,0,1.0,1.0,7.328859198431482
786,4158.0,6,4.46,0,1,1,0,0,1.0,1.0,0.6293596067514876
787,4764.0,3,5.0,1,1,1,0,0,1.0,1.0,1.9149534316483652
788,2011.0,4,4.5,0,1,1,0,0,1.5,1.0,1.3892762538267376
790,1171.0,3,4.87,0,1,1,1,1,2.0,0.99,3.0554447696167926
791,1692.0,3,4.94,1,1,1,0,0,1.0,1.0,1.2937999465082666
794,1331.0,4,4.81,0,1,1,1,0,1.0,1.0,2.1980056017265213
795,700.0,2,4.83,0,1,1,1,1,1.5,1.0,0.6451287984455234
796,1874.0,4,5.0,1,1,1,0,0,1.0,1.0,1.1161198342307372
798,1797.0,3,4.76,1,1,1,1,0,1.0,1.0,1.0979700267357222
799,2364.0,4,4.83,1,1,1,1,0,1.0,1.0,1.264435031112207
800,2084.0,4,4.82,1,1,1,1,0,1.0,1.0,1.1558359535859744
801,3223.0,9,4.65,1,1,1,0,0,3.0,1.0,1.118148356347188
802,4862.0,2,4.95,1,1,1,0,0,1.0,1.0,2.9880245938167325
803,3818.0,4,4.97,1,1,1,0,0,1.0,1.0,2.9880245938167325
804,3139.0,5,4.95,1,1,1,1,0,1.0,1.0,1.9691216651292305
805,1972.0,3,4.78,1,1,1,1,0,1.0,1.0,1.1018611894586532
806,1979.0,3,4.78,1,1,1,1,0,1.0,1.0,1.1268254145226417
807,1885.0,4,4.77,1,1,1,1,0,1.0,1.0,1.28691648865544
809,4953.0,4,4.92,0,1,1,1,0,1.0,1.0,1.8754968904626605
810,809.0,6,4.61,0,1,1,0,0,1.0,1.0,9.678294834593956
811,2997.0,2,4.98,1,1,1,0,0,1.0,1.0,1.4295671502005756
812,883.0,2,4.6,1,1,1,0,0,1.0,1.0,8.568086657839391
813,1958.0,4,4.85,0,1,1,1,0,1.5,1.0,0.5415734159737908
814,5029.0,2,4.86,0,1,1,0,0,1.0,1.0,1.6577383077857317
815,3514.0,4,4.88,1,1,1,1,0,1.0,0.94,2.4923041951395057
816,981.0,1,4.83,0,1,1,0,1,1.0,0.5,5.172726447819314
817,1800.0,4,4.93,0,1,1,0,0,2.0,1.0,1.7172946334889174
818,2743.0,2,4.96,1,1,1,0,0,1.0,1.0,1.648842879222402
819,1210.0,4,4.87,0,1,1,1,0,1.5,1.0,0.38876519258668907
821,1355.0,2,4.59,1,1,1,0,0,1.0,1.0,4.659520133344996
822,1839.0,4,4.87,0,1,1,0,0,1.0,1.0,1.6108910114597104
823,1716.0,2,4.84,0,1,1,0,0,1.0,1.0,6.901894477777453
824,1479.0,2,4.87,1,1,1,1,1,1.5,1.0,0.25738707765308
826,2189.0,2,4.82,1,1,1,1,0,1.0,0.98,0.4560496338474816
828,440.0,2,4.53,0,1,0,0,1,1.0,1.0,4.429972481994534
829,3081.0,2,4.97,1,1,1,1,0,1.0,1.0,2.428784113563892
832,1900.0,3,4.74,0,1,1,1,0,1.0,0.9,1.0349794292433263
833,2514.0,4,4.75,0,1,1,0,0,1.5,1.0,1.83651260542437
834,2942.0,4,4.95,0,1,1,0,0,1.0,1.0,0.27847501876690883
835,1415.0,4,4.85,0,1,1,1,0,1.0,0.82,0.3954734632350071
840,387.0,2,4.97,0,1,1,0,1,1.0,1.0,1.5355927755043328
841,4631.0,3,4.93,0,1,1,1,0,1.5,1.0,3.094981905807824
842,1357.0,2,4.85,1,1,1,1,1,1.5,1.0,0.2559225923711884
844,1143.0,2,4.54,0,1,1,1,0,1.0,1.0,3.0362441159251157
847,2221.0,4,4.91,1,1,1,1,0,1.0,1.0,1.2851285157763281
848,1500.0,4,4.84,1,1,1,0,0,1.5,1.0,1.5559002269219027
849,1962.0,4,4.71,0,1,1,0,0,1.0,1.0,1.4404473835091136
850,2943.0,3,4.92,1,1,1,1,0,1.0,1.0,1.4793175891696122
852,3363.0,4,4.97,1,1,1,0,0,1.0,1.0,1.897951902442654
853,1601.0,2,4.81,0,1,1,1,0,1.5,1.0,3.9569327680919617
854,2900.0,6,4.83,1,1,1,1,0,1.0,1.0,0.38921673016120517
856,3500.0,3,4.86,0,1,1,0,0,1.0,1.0,2.198582034108458
857,2990.0,1,4.86,0,1,1,0,0,1.0,1.0,5.605988438743832
858,1913.0,4,4.8,0,1,1,1,0,1.0,1.0,0.567560973943528
859,4800.0,5,4.86,0,1,1,0,0,3.0,1.0,2.0366624017652692
860,3200.0,3,5.0,0,1,1,0,0,2.0,1.0,2.026840800969261
864,2754.0,7,4.71,0,1,1,1,0,1.0,0.98,1.3741338247593864
866,3422.0,9,4.77,0,1,1,1,0,1.5,0.98,1.3720177175370714
867,2771.0,7,4.83,0,1,1,1,0,1.0,0.98,1.3678336850722879
868,4729.0,7,4.5,0,1,1,1,0,1.5,1.0,10.220380118582435
869,2014.0,2,4.88,0,1,1,0,0,1.5,1.0,1.7981651474907876
870,2166.0,2,4.99,1,1,1,1,0,1.0,1.0,1.7503832683771912
871,3254.0,2,4.99,0,1,1,1,0,1.0,1.0,2.075771366833829
872,2000.0,5,4.72,0,1,1,0,0,1.0,1.0,4.50629489867991
873,3324.0,4,4.72,1,1,1,1,0,1.5,1.0,1.7013166188818507
883,2286.0,3,4.81,0,1,1,0,0,1.0,1.0,0.401117080263264
884,2786.0,6,4.8,0,1,1,0,0,1.0,1.0,2.6978545747269393
886,3722.0,6,4.84,1,1,1,0,0,2.0,1.0,0.6218263595206219
887,5002.0,2,4.86,0,1,1,1,0,1.0,0.5,1.8168873168164987
889,1600.0,6,4.86,0,1,1,0,0,1.0,0.0,2.1288043700587918
891,800.0,2,4.83,1,1,1,0,1,1.5,1.0,1.0961348457050677
901,1888.0,2,5.0,0,1,1,1,0,1.0,1.0,1.7123108754418255
902,2100.0,2,4.9,1,1,1,0,0,1.0,1.0,2.134158524641438
904,1258.0,2,4.85,0,1,1,1,0,1.0,1.0,2.277254014287804
905,1748.0,7,4.45,0,1,1,1,1,2.0,1.0,3.9478449984939106
906,3596.0,6,4.71,1,1,1,1,0,1.0,1.0,2.9667524577035813
907,1379.0,4,4.76,0,1,1,0,0,1.0,1.0,1.159144178935549
908,2757.0,5,4.86,0,1,1,1,0,1.0,1.0,1.6995556334516975
909,2109.0,2,5.0,0,1,1,0,0,1.0,1.0,1.6949320333794455
910,1888.0,2,4.59,0,1,1,1,0,1.0,1.0,1.6957167452045545
911,2757.0,5,4.5,0,1,1,1,0,1.0,1.0,1.6997238107227577
912,2802.0,6,4.89,1,1,1,1,0,1.0,1.0,0.909127440101379
914,2645.0,2,4.92,1,1,1,1,0,1.0,1.0,1.561256617141668
915,2414.0,8,4.92,1,1,1,0,0,1.0,1.0,1.8617447003203695
917,2109.0,2,5.0,0,1,1,1,0,1.0,1.0,1.6988314102159467
919,3014.0,2,4.62,0,1,1,1,0,1.0,1.0,1.4497247805729812
920,5958.0,6,4.94,0,1,1,1,0,2.0,1.0,1.5688440473468153
921,2999.0,5,4.5,0,1,1,1,0,1.0,1.0,1.6922656093850508
922,2452.0,5,4.57,0,1,1,0,0,1.5,1.0,5.6142888936851385
924,1943.0,4,4.44,0,1,1,1,0,1.0,1.0,8.162222403377172
926,6480.0,6,4.96,0,1,1,1,0,2.5,1.0,1.6209625041290305
928,4029.0,3,4.83,0,1,1,0,0,1.0,1.0,1.5636846484989069
931,3059.0,2,5.0,1,1,1,1,0,1.0,1.0,2.421571870353931
932,1471.0,4,4.98,0,1,1,0,0,1.0,1.0,2.0224729173088076
933,6629.0,6,4.85,1,1,1,1,0,1.5,1.0,1.2583125333506424
934,2299.0,3,4.58,0,1,1,1,1,1.0,1.0,1.0539404431352115
935,2312.0,4,4.8,0,1,1,1,0,1.0,1.0,3.075400907544236
936,1457.0,2,4.57,1,1,1,1,0,1.0,1.0,1.3636346403197246
937,1450.0,2,4.66,1,1,1,1,0,1.0,1.0,1.361869811731651
938,1457.0,2,4.94,1,1,1,1,0,1.0,1.0,1.3583361197698103
939,2950.0,5,4.75,0,1,1,1,0,1.0,1.0,1.689697168747534
940,5720.0,2,4.83,0,1,1,1,0,1.0,1.0,2.069435501051498
941,2700.0,2,4.91,1,1,1,0,0,2.0,1.0,2.2738172016487925
942,1447.0,2,4.92,1,1,1,0,1,1.5,1.0,1.302890204341637
943,3071.0,4,4.94,1,1,1,1,0,1.5,1.0,1.6459728398271296
944,2071.0,2,4.7,0,1,1,1,0,1.0,1.0,0.9420495956277323
945,2421.0,5,4.65,1,1,1,0,0,1.5,1.0,4.94958705063362
946,2025.0,4,4.75,0,1,1,1,0,1.0,1.0,0.5639668045004564
950,2593.0,5,4.94,1,1,1,1,0,1.0,1.0,0.984779835109606
951,1414.0,4,4.73,1,1,1,0,0,1.0,1.0,1.059976411069571
952,1559.0,4,4.88,0,1,1,0,0,1.0,1.0,2.5523664490620726
953,4386.0,2,4.96,1,1,1,0,0,1.0,1.0,1.8132283638148734
954,2500.0,2,4.8,0,1,1,0,0,1.0,1.0,1.103151285616667
956,3762.0,5,4.97,0,1,1,0,0,2.0,1.0,1.1808266665423193
957,1000.0,2,4.92,1,1,1,0,1,1.5,1.0,1.119756145906445
961,2312.0,3,4.82,1,1,1,1,0,1.0,0.98,0.38521680260912355
963,2435.0,6,4.92,1,1,1,1,0,1.5,1.0,1.1160805809422756
964,1695.0,2,4.96,1,1,1,0,0,1.0,1.0,1.8513374015054596
966,1700.0,5,4.64,1,1,1,0,0,1.0,1.0,5.3425378189853285
968,1103.0,3,4.82,1,1,1,0,0,1.0,1.0,3.873975284800318
969,2044.0,4,4.77,0,1,1,1,0,1.0,1.0,1.9728546310516177
970,1103.0,5,4.62,0,1,1,0,0,1.0,0.0,2.4398494659821117
971,1114.0,4,4.73,1,1,1,1,0,1.0,1.0,4.944932495611752
972,2556.0,5,4.79,0,1,1,1,0,1.0,0.98,1.352278195966367
981,5443.0,6,5.0,1,1,1,0,0,1.0,1.0,1.9177991060226984
982,4182.0,2,5.0,1,1,1,1,0,1.0,1.0,1.9883495187313398
984,2628.0,4,4.86,0,1,0,0,0,1.0,1.0,3.063940955432931
985,5443.0,5,4.94,1,1,1,0,0,2.5,1.0,1.717106060270379
986,3903.0,4,4.82,0,1,1,0,0,1.5,1.0,5.347317498762829
987,5121.0,4,4.73,1,1,1,0,0,2.0,1.0,1.8748379517107352
1014,3604.0,7,4.62,0,1,1,1,0,1.0,1.0,1.1048920728670895
1016,1600.0,2,4.44,0,1,1,0,0,1.0,1.0,4.060312508595039
1017,3433.0,5,4.89,1,1,1,1,0,1.0,1.0,2.200078712841206
1018,3076.0,2,4.96,1,1,1,0,0,1.0,1.0,2.5047112302090873
1023,4838.0,5,4.96,1,1,1,1,0,1.0,1.0,0.8563786701332676
1024,606.0,4,4.67,0,1,1,0,0,1.0,1.0,4.711348240808867
1025,3000.0,2,4.67,0,1,1,0,0,1.0,1.0,3.6799454066905124
1026,1359.0,2,4.69,0,1,1,0,0,1.0,1.0,4.2024182746853755
1027,927.0,5,4.57,0,1,1,1,1,1.0,0.99,3.1310500781569006
1028,420.0,2,4.54,0,1,1,1,1,1.0,0.99,2.9147144165444177
1029,4119.0,4,4.96,0,1,1,0,0,1.5,1.0,5.612688714469951
1030,950.0,2,5.0,0,1,1,0,0,1.0,1.0,8.355811745526585
1031,1300.0,4,4.66,1,1,1,0,0,1.0,1.0,0.8476195937040516
1032,1495.0,2,4.83,0,1,1,1,0,1.0,0.5,1.281210736287847
1033,4725.0,2,4.99,1,1,1,1,0,1.0,1.0,1.7689251727260256
1034,1226.0,3,4.58,0,1,1,0,0,1.0,1.0,4.528426737932115
1035,3432.0,5,4.92,1,1,1,1,0,1.0,1.0,1.003267852289629
1040,3500.0,8,4.86,0,1,0,0,0,3.0,1.0,3.7294369842546073
1042,2586.0,3,4.8,0,1,1,0,0,1.0,1.0,1.2911855933683467
1046,2527.0,2,5.0,1,1,1,1,0,1.0,1.0,1.8647953013504244
1047,6775.0,4,4.5,0,1,1,0,0,1.0,1.0,0.697569830523475
1048,1856.0,2,4.58,1,1,1,0,1,1.5,1.0,1.4080430407224738
1050,2086.0,4,4.88,1,1,1,0,0,1.0,1.0,1.4001059479114808
1051,4039.0,6,4.94,1,1,1,1,0,1.0,1.0,1.7035403496076469
1052,1103.0,2,4.85,1,1,1,0,0,2.0,1.0,1.8748379517107352
1055,2084.0,3,4.93,0,1,1,1,0,1.0,1.0,2.5213756998803003
1058,1750.0,2,4.95,0,1,1,0,0,1.0,0.83,0.25934972140502666
1059,6540.0,6,4.98,1,1,1,1,0,1.0,1.0,2.8607003804349502
1061,2806.0,5,5.0,1,1,1,0,0,1.0,1.0,0.30026259677022815
1062,2953.0,4,4.57,0,1,1,1,0,1.0,1.0,0.5315379256846838
1064,2722.0,6,4.85,1,1,1,0,0,1.0,1.0,0.705943375298332
1065,1786.0,4,4.9,1,1,1,0,0,1.0,1.0,2.593016853738348
1066,2144.0,4,4.86,0,1,1,0,0,1.0,1.0,5.7235215030208035
1067,1500.0,4,4.77,1,1,1,0,0,1.0,1.0,3.7157635096026964
1068,1586.0,4,4.73,0,1,1,1,0,1.0,1.0,2.7389667087222134
1070,2242.0,4,4.95,0,1,1,1,0,1.0,1.0,1.6538018321174766
